Neighbourhood;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Has Availability;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Geolocation
;Madrid;28008;Spain;40.42306960324938;-3.715919539380402;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer;;40.0;;;;15.0;1;9;5;31;;7;37;63;134;0;;;;;;;;strict;2.0;;40.4230696032,-3.71591953938
Cortes;Madrid;28014;Spain;40.41534499843417;-3.700309538501874;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;61.0;427.0;1830.0;;;2;7;2;1125;;8;33;58;331;5;84.0;7.0;9.0;8.0;9.0;10.0;8.0;moderate;3.0;0.23;40.4153449984,-3.7003095385
Malasaña;Madrid;28004;Spain;40.42342669103342;-3.703112353849365;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;42.0;;;;;1;0;1;1125;;0;1;18;19;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.0;0.18;40.423426691,-3.70311235385
Guindalera;Madrid;28028;Spain;40.43879274666203;-3.671221953647702;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Essentials,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;37.0;;;;;1;0;1;7;;0;12;42;127;10;92.0;10.0;8.0;9.0;9.0;9.0;9.0;flexible;1.0;1.45;40.4387927467,-3.67122195365
Sol;Madrid;28013;Spain;40.418813661309976;-3.703442379925841;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;64.0;;1275.0;;;2;15;2;60;;4;13;34;112;193;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.0;5.6;40.4188136613,-3.70344237993
La Latina;Madrid;28005;Spain;40.40839776488983;-3.715283953083245;Apartment;Entire home/apt;3;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;100.0;;;500.0;35.0;2;25;2;1125;;12;37;62;152;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;0.59;40.4083977649,-3.71528395308
Palacio;Madrid;28013;Spain;40.42192583738035;-3.7115689193070303;Bed & Breakfast;Private room;2;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;35.0;;;;;1;0;2;365;;4;16;40;225;49;87.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;8.0;4.38;40.4219258374,-3.71156891931
Nueva España;Madrid;28036;Spain;40.46226849718394;-3.683413477597538;Apartment;Entire home/apt;7;3.5;4.0;5.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;455.0;;;;350.0;1;0;30;1125;;0;5;35;310;0;;;;;;;;strict;39.0;;40.4622684972,-3.6834134776
Cortes;Madrid;28014;Spain;40.41522967589919;-3.698250518363109;Apartment;Entire home/apt;14;2.0;3.0;10.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;320.0;;3500.0;;40.0;1;0;3;1125;;16;34;49;300;7;97.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;1.0;0.37;40.4152296759,-3.69825051836
Malasaña;Madrid;28015;Spain;40.43017745149435;-3.71326014626314;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;17.0;;;;5.0;1;8;2;15;;0;0;4;48;21;99.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;1.0;3.28;40.4301774515,-3.71326014626
Vicálvaro;Madrid;28032;Spain;40.408242977864056;-3.6121890849894696;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Buzzer/wireless intercom,Heating,Washer;75.0;20.0;120.0;390.0;;;1;12;4;60;;0;0;0;250;0;;;;;;;;strict;1.0;;40.4082429779,-3.61218908499
Jerónimos;Madrid;28014;Spain;40.41553055245024;-3.689071462954856;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;;104.0;;;200.0;49.0;2;24;3;1125;;7;17;33;56;5;80.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;3.0;0.46;40.4155305525,-3.68907146295
Malasaña;Madrid;28004;Spain;40.422223629019754;-3.707208599139982;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;56.0;;;;14.0;1;9;1;1125;;0;0;0;0;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;0.88;40.422223629,-3.70720859914
Castellana;Madrid;28006;Spain;40.43507220429987;-3.6830845679647264;Bed & Breakfast;Private room;2;1.5;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;31.0;;;;;1;22;1;1125;;12;12;25;176;13;94.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0;2.98;40.4350722043,-3.68308456796
;Madrid;28009;Spain;40.407387594350624;-3.676061396521058;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49;;70.0;;;;;1;0;3;29;;0;0;0;188;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;0.38;40.4073875944,-3.67606139652
Palacio;Madrid;28013;Spain;40.420204703267;-3.707147964725382;Apartment;Entire home/apt;6;4.0;3.0;6.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;;195.0;;;;;1;0;3;100;;9;20;34;302;0;;;;;;;;flexible;6.0;;40.4202047033,-3.70714796473
Malasaña;Madrid;28004;Spain;40.423592078648106;-3.705433537690162;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Essentials,Lock on bedroom door,Hangers;;25.0;;;96.0;30.0;3;10;4;1125;;15;30;55;172;2;80.0;9.0;8.0;9.0;7.0;10.0;7.0;flexible;5.0;1.33;40.4235920786,-3.70543353769
Fuente del Berro;Madrid;28028;Spain;40.427183107514686;-3.6659548795088783;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Safety card,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;50.0;280.0;1000.0;70.0;20.0;1;0;3;1125;;8;14;20;73;86;92.0;10.0;9.0;10.0;10.0;9.0;9.0;moderate;1.0;2.38;40.4271831075,-3.66595487951
Hortaleza;Madrid;28043;Spain;40.46315403718434;-3.647497000899188;Apartment;Private room;3;1.0;1.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;32.0;;;;5.0;2;12;1;1125;;0;5;23;23;44;94.0;9.0;9.0;10.0;10.0;9.0;10.0;moderate;2.0;3.31;40.4631540372,-3.6474970009
Hortaleza;Madrid;28042;Spain;40.45466493959497;-3.611733504759507;Guesthouse;Private room;4;1.0;1.0;4.0;Real Bed;TV,Wireless Internet,Pool,Elevator in building,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Lock on bedroom door,Hangers;;65.0;;;;;1;0;1;1125;;21;50;77;345;11;100.0;10.0;10.0;9.0;10.0;9.0;10.0;flexible;5.0;1.68;40.4546649396,-3.61173350476
Justicia;Madrid;28004;Spain;40.41925754888621;-3.6971354078150496;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Doorman,Heating,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;;;;5.0;1;0;4;1125;;6;31;61;62;46;95.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;2.0;2.0;40.4192575489,-3.69713540782
;Madrid;28005;Spain;40.411268401960974;-3.711598282910733;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Game console;;60.0;;;250.0;;1;0;2;1125;;19;49;79;80;0;;;;;;;;strict;1.0;;40.411268402,-3.71159828291
Embajadores;Madrid;28012;Spain;40.409401476398855;-3.703874279329624;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Indoor fireplace,Heating,Washer,Dryer;;25.0;220.0;600.0;;10.0;1;10;2;1125;;15;45;75;350;91;92.0;9.0;8.0;10.0;10.0;9.0;9.0;flexible;1.0;1.46;40.4094014764,-3.70387427933
La Latina;Madrid;28012;Spain;40.41107621018935;-3.704878395321;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;Kitchen,Smoking allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;50.0;350.0;1500.0;;15.0;1;0;2;730;;9;20;32;296;68;84.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;1.0;6.62;40.4110762102,-3.70487839532
;Madrid;28014;Spain;40.40793479626091;-3.6838512067410334;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Fire extinguisher,Hair dryer;;75.0;;;200.0;;4;20;2;1125;;8;26;39;217;11;89.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;12.0;0.75;40.4079347963,-3.68385120674
Malasaña;Madrid;28004;Spain;40.42739836742392;-3.703571884261023;Condominium;Entire home/apt;1;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace;;52.0;328.0;1032.0;141.0;19.0;1;0;5;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4273983674,-3.70357188426
;Madrid;28004;Spain;40.427475125063474;-3.694499661610688;Bed & Breakfast;Private room;2;6.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Heating,Suitable for events,Washer,Smoke detector,First aid kit,Fire extinguisher,Essentials;;45.0;300.0;1150.0;85.0;;1;45;1;1125;;1;1;1;98;0;;;;;;;;strict;10.0;;40.4274751251,-3.69449966161
Gaztambide;Madrid;28015;Spain;40.43345235056533;-3.717251587327692;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Pets live on this property,Heating,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;110.0;300.0;;;1;0;1;1125;;7;36;52;327;48;93.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;2.0;2.36;40.4334523506,-3.71725158733
Fuencarral-el Pardo;Madrid;28035;Spain;40.47659880353728;-3.725222296463744;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Free parking on premises,Breakfast,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo;;15.0;140.0;;;;1;0;1;1125;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4765988035,-3.72522229646
;Madrid;28004;Spain;40.42484980809152;-3.698390592082032;Apartment;Private room;1;2.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door;;29.0;;;100.0;10.0;1;15;1;1125;;15;45;65;288;13;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;5.0;0.82;40.4248498081,-3.69839059208
;Madrid;28004;Spain;40.42106823589967;-3.7003911654049735;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;;45.0;;;;15.0;1;0;2;1125;;7;37;67;342;12;92.0;10.0;9.0;9.0;9.0;9.0;9.0;strict;1.0;0.83;40.4210682359,-3.7003911654
La Latina;Madrid;28005;Spain;40.40753580258941;-3.705978331424853;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;;60.0;300.0;589.0;;20.0;4;15;2;1125;;11;27;49;80;46;93.0;9.0;9.0;9.0;10.0;9.0;9.0;moderate;1.0;2.83;40.4075358026,-3.70597833142
La Latina;Madrid;28012;Spain;40.4128838903899;-3.70766416298833;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;;55.0;;;;10.0;2;12;2;1125;;9;35;60;182;20;92.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;4.0;3.06;40.4128838904,-3.70766416299
Ciudad Lineal;Madrid;28017;Spain;40.42827959902901;-3.651735822487644;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Washer,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49;;19.0;;;;;1;0;3;1125;;19;44;74;74;1;100.0;8.0;8.0;10.0;10.0;8.0;8.0;moderate;1.0;1.0;40.428279599,-3.65173582249
Imperial;Madrid;28005;Spain;40.41032671222689;-3.720049886476304;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Lock on bedroom door,Hangers,Laptop friendly workspace;;25.0;;;;;1;10;1;1125;;23;46;76;261;23;88.0;9.0;9.0;9.0;9.0;8.0;9.0;strict;2.0;1.48;40.4103267122,-3.72004988648
La Latina;Madrid;28012;Spain;40.413428808231096;-3.706689665075221;Bed & Breakfast;Private room;1;1.5;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials;;50.0;350.0;1300.0;200.0;50.0;1;0;2;180;;0;0;0;33;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.0;0.08;40.4134288082,-3.70668966508
;Madrid;28005;Spain;40.41020052038313;-3.712847282096969;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron;;57.0;333.0;1176.0;;12.0;2;0;2;1125;;5;13;25;135;44;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;3.5;40.4102005204,-3.7128472821
;Madrid;;Spain;40.42281818277095;-3.7024852093357814;House;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Family/kid friendly,Washer,Essentials,Shampoo;;40.0;;;;;1;5;2;1125;;15;45;65;340;12;95.0;9.0;7.0;9.0;10.0;10.0;10.0;flexible;2.0;1.88;40.4228181828,-3.70248520934
;Madrid;28012;Spain;40.40784074158281;-3.699660680152172;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private living room;;34.0;;;;5.0;1;12;1;1125;;17;23;53;143;0;;;;;;;;flexible;2.0;;40.4078407416,-3.69966068015
;Madrid;28013;Spain;40.41768487110021;-3.701897019828122;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;40.0;;;;15.0;1;15;2;1125;;7;37;64;64;19;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;2.73;40.4176848711,-3.70189701983
;Madrid;28017;Spain;40.42529926735083;-3.641896281836491;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;;18.0;;;;;1;12;1;1125;;24;54;84;359;10;100.0;10.0;10.0;10.0;10.0;8.0;10.0;strict;2.0;3.45;40.4252992674,-3.64189628184
Justicia;Madrid;28004;Spain;40.42396268955274;-3.6954519515651527;Apartment;Entire home/apt;6;;3.0;;Real Bed;;;100.0;;;;15.0;1;10;1;730;;0;0;2;277;0;;;;;;;;flexible;4.0;;40.4239626896,-3.69545195157
Lista;Madrid;28006;Spain;40.42961573733776;-3.673054569997536;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;110.0;750.0;1550.0;200.0;;2;10;3;1125;;16;27;57;329;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;18.0;0.11;40.4296157373,-3.67305457
Pacifico;Madrid;28014;Spain;40.40474536080313;-3.681247789360917;Apartment;Entire home/apt;7;1.0;3.0;5.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Indoor fireplace,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;130.0;;;150.0;50.0;5;15;2;300;;10;29;53;323;15;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;13.0;1.81;40.4047453608,-3.68124778936
Delicias;Madrid;28045;Spain;40.39566261482425;-3.69567255339243;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Laptop friendly workspace;;15.0;;;;;1;0;1;1125;;0;0;0;0;0;;;;;;;;flexible;4.0;;40.3956626148,-3.69567255339
;Madrid;28027;Spain;40.43235801094017;-3.6576926025720735;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;11.0;;;;;1;0;1;1;;0;0;0;0;0;;;;;;;;flexible;1.0;;40.4323580109,-3.65769260257
Justicia;Madrid;28004;Spain;40.42169694878112;-3.7005488014504606;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;;;;;1;0;1;10;;2;2;2;2;0;;;;;;;;flexible;1.0;;40.4216969488,-3.70054880145
Moncloa;Madrid;28023;Spain;40.464098628033014;-3.767430193291866;House;Private room;1;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Heating,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;50.0;;;;;1;0;1;30;;29;59;89;364;0;;;;;;;;flexible;1.0;;40.464098628,-3.76743019329
La Latina;Madrid;28012;Spain;40.41379798005975;-3.7063139566696126;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly;;120.0;;;;;1;0;2;1125;;1;1;21;296;8;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;0.43;40.4137979801,-3.70631395667
Malasaña;Madrid;28004;Spain;40.42216174613823;-3.7037726617857696;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace;;75.0;;;200.0;30.0;1;0;4;1125;;2;9;39;39;14;90.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;1.0;0.68;40.4221617461,-3.70377266179
;Madrid;28001;Spain;40.43101097115915;-3.6777690975686057;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace;;25.0;;;;;1;0;1;1125;;7;36;66;341;4;85.0;8.0;8.0;10.0;9.0;10.0;9.0;strict;14.0;0.34;40.4310109712,-3.67776909757
Embajadores;Madrid;28012;Spain;40.41162181129837;-3.698002089773583;Apartment;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;;40.0;;;150.0;25.0;1;0;1;1125;;8;25;31;32;23;75.0;8.0;9.0;8.0;9.0;9.0;8.0;strict;3.0;2.41;40.4116218113,-3.69800208977
